fd_id,ft_id,"fd_type","fd_name",fd_smallPrice,fd_largePrice,"fd_comments"
178,26,"Ice Tea","Ice Tea",0,1.25,""
648,26,"Breakfast","Eggs on a Roll",1,1.75,""
649,26,"Breakfast","Eggs and Cheese",1.25,2,""
650,26,"Breakfast","Eggs and Cheese with Meat",1.75,2.5,"Choice of Bacon Ham Sausage"
651,26,"Breakfast","BLT",1.75,2.5,""
652,26,"Breakfast","BLT with Cheese",2,3,""
653,26,"Breakfast","Steaks Eggs and Cheese",2.5,3.5,""
654,26,"Specials","Greg's Chicken",0,5.25,"with Hemo and Hot Sauce"
655,26,"Specials","Jonah's Chicken",0,5.25,"with Hemo Sauce"
656,26,"Grilled Chicken","Plain Sandwich",2.75,3.75,""
657,26,"Grilled Chicken","Tomato Lettuce or Spinach",0,0.25,"Options on Grilled Sandwich"
658,26,"Grilled Chicken","Cheese",0,0.25,"Options on Grilled Sandwich"
659,26,"Grilled Chicken","Eggs",0,0.75,"Options on Grilled Sandwich"
660,26,"Grilled Chicken","Mushrooms",0,0.5,"Options on Grilled Sandwich"
661,26,"Grilled Chicken","Green Peppers",0,0.5,"Options on Grilled Sandwich"
662,26,"Grilled Chicken","Extra Chicken",0,1.25,"Options on Grilled Sandwich"
663,26,"Grilled Chicken","Mushrooms Onions and Green Peppers",0,0.75,"Options on Grilled Sandwich"
664,26,"Grilled Chicken","on a Pita Bread",0,0.25,"Options on Grilled Sandwich"
665,26,"Lunch","Meatballs",2,3,""
666,26,"Lunch","Spinach Sub",2.25,3.25,""
667,26,"Lunch","Spinach Sub with Eggs",3,4,""
668,26,"Lunch","Beef Hot Dog",0,1,""
669,26,"Lunch","Beef Hot Sausage",0,1.75,""
670,26,"Cheese Steaks","Beef Cheese Steak",2,3,""
671,26,"Cheese Steaks","Chicken Cheese Steak",2.25,3.25,""
672,26,"Cheese Steaks","with Extra Meat",0,2,"Options on Cheese Steaks"
673,26,"Cheese Steaks","with Mushrooms",0,0.5,"Options on Cheese Steaks"
674,26,"Cheese Steaks","with BBQ sauce or Hemo sauce",0,0.25,"Options on Cheese Steaks"
675,26,"Cheese Steaks","with Lettuce/Tomato",0,0.5,""
408,28,"Side Dishes","Kim Chi",0,1,""
409,28,"Side Dishes","9 Dumplings",0,3,""
410,28,"Specials","Job Chae",0,5.5,"Hot or Mild"
411,28,"Specials","Udon",0,5,"Noodle soup"
412,28,"Specials","Chicken Teriyaki Soba",0,5,""
413,28,"Specials","Chicken Sukiyaki Soba",0,5,""
414,28,"Specials","Kim Bob",0,4,"Friday only; free can soda"
415,28,"Specials","Kimchi Chigae",0,5,"Boiled kimchi with meat"
416,28,"Specials","Curry Rice",0,5,""
417,28,"Grilled","Chicken Bulgoki",0,5.5,"Steamed Rice; Fried Dumplings"
418,28,"Grilled","Beef Bulgoki",0,5.5,"Steamed Rice; Fried Dumplings"
419,28,"Grilled","Pork Bulgoki",0,5.5,"Steamed Rice; Fried Dumplings"
420,28,"Grilled","Beef Teriyaki",0,5.5,"Steamed Rice; Fried Dumplings; Spicy"
421,28,"Grilled","Chicken Teriyaki",0,5.5,"Steamed Rice; Fried Dumplings"
422,28,"Grilled","Beef Sukiyaki",0,5.5,"Steamed Rice; Fried Dumplings"
423,28,"Grilled","Chicken Sukiyaki",0,5.5,"Steamed Rice; Fried Dumplings"
424,28,"Stir Fry","Tofu",0,5,"Steamed Rice; Fried Dumplings; Hot and Spicy"
425,28,"Stir Fry","Chicken",0,5,"Steamed Rice; Fried Dumplings; Hot and Spicy"
426,28,"Stir Fry","Beef",0,5.5,"Steamed Rice; Fried Dumplings; Hot and Spicy"
427,28,"Stir Fry","Squid",0,6,"Steamed Rice; Fried Dumplings; Hot and Spicy"
428,28,"Noodle Platter","Tofu",0,4.5,"Hot and Spicy"
429,28,"Noodle Platter","Chicken",0,5,"Hot and Spicy"
430,28,"Noodle Platter","Beef",0,5.5,"Hot and Spicy"
431,28,"Noodle Platter","Squid",0,6,"Hot and Spicy"
432,28,"Beverages","Can Soda",0,0.5,""
433,28,"Beverages","Bottled Soda",0,1,""
434,28,"Beverages","Bottled Water",0,1,""
435,28,"Beverages","Fruit Juice",0,1.25,""
259,24,"Soup","Wonton Soup",0,0,""
260,24,"Soup","Chicken Rice Soup",0,0,""
261,24,"Soup","Chicken Noodle Soup",0,0,""
262,24,"Soup","Hot and Sour Soup",0,0,""
263,24,"Soup","House Specialty Soup",0,0,""
264,24,"Soup","Rice Noodle Soup",0,0,""
265,24,"Appetizer","Fried Wonton",0,0,""
266,24,"Appetizer","Egg Roll",0,0,""
267,24,"Appetizer","Shrimp Roll",0,0,""
268,24,"Appetizer","Fried Chicken Wing",0,0,""
269,24,"Other","Steamed Dumplings",0,0,""
270,24,"Other","Fried Dumplings",0,0,""
271,24,"Other","Egg Roll",0,0,""
272,24,"Other","Shrimp Roll",0,0,""
273,24,"Other","Pizza Roll",0,0,""
274,24,"Other","Vegetable Roll",0,0,""
275,24,"Other","Vegetable Dumpling",0,0,""
276,24,"Other","Chicken Wings in BBQ Sauce",0,0,""
277,24,"Other","Chicken Wings and Vegetable Fried Rice",0,0,""
278,24,"Other","General Tso's Chicken",0,0,"White Meat"
279,24,"Other","Sesame Chicken",0,0,"White Meat"
280,24,"Other","Spicy Triple Delight",0,0,"Chicken and Pork and Shrimp"
281,24,"Other","Eggplant Chicken or Beef or Pork or Shrimp",0,0,""
282,24,"Other","Singapore Rice Noodle with Meat or Vegetables",0,0,""
283,24,"Other","Curry Chicken or Shrimp",0,0,"0"
284,24,"Other","Chicken Onion in Black Bean Sauce",0,0,""
285,24,"Other","Broccoli with Chicken and Beef and Pork and Shrimp",0,0,""
286,24,"Other","Steamed Tofu with Vegetables",0,0,""
287,24,"Other","Fried Tofu and Chicken or Beef or Pork or Shrimp",0,0,""
288,24,"Other","Four Seasons",0,0,"Chicken"
289,24,"Other","Fried Fish with Vegetable Fried Rice",0,0,""
290,24,"Other","Chow Fun with Chicken or Pork or Beef or Shrimp or",0,0,""
291,24,"Other","French Fries",0,0,""
292,24,"Other","Cheese Fries",0,0,""
293,24,"Other","Wings and Fries",0,0,""
294,24,"Other","Fish and Fries",0,0,""
295,24,"Other","Chicken Fingers and Fries",0,0,""
296,24,"Other","Fried Shrimp and Fries",0,0,""
297,24,"Other","Seafood Combination",0,0,""
298,24,"Other","Chow Fun with Mean or Vegetables",0,0,""
299,24,"Other","Kung Pao Chicken",0,0,""
300,24,"Specialties","Grandfather's General Tso's Chicken",0,0,"With Steamed or Fried Rice"
301,24,"Specialties","Chicken and Shrimp or Beef and Shrimp or Shrimp Sz",0,0,"With Steamed or Fried Rice"
302,24,"Specialties","Diced Chicken with Peanuts and Mushrooms in Kung P",0,0,"With Steamed or Fried Rice"
303,24,"Specialties","Shrimp and Peanuts and Mushrooms in Kung Pao Sauce",0,0,"With Steamed or Fried Rice"
304,24,"Specialties","Beef and Peanuts and Mushrooms in Kung Pao Sauce",0,0,"With Steamed or Fried Rice"
305,24,"Specialties","Pork and Peanuts and Mushrooms in Kung Pao Sauce",0,0,"With Steamed or Fried Rice"
306,24,"Specialties","Tai Chi Chicken in Garlic Sauce",0,0,"With Steamed or Fried Rice"
307,24,"Specialties","Four Seasons",0,0,"With Steamed or Fried Rice"
308,24,"Specialties","Barbecued Spare Ribs",0,0,"With Steamed or Fried Rice"
309,24,"Specialties","Shrimp and Scallops with Mixed Vegetables or Scall",0,0,"With Steamed or Fried Rice"
310,24,"Specialties","Bean Curd and String Beans",0,0,"With Steamed or Fried Rice"
311,24,"Specialties","Bean Curd and Broccoli",0,0,"With Steamed or Fried Rice"
312,24,"Specialties","Bean Curd and Mixed Vegetables",0,0,"With Steamed or Fried Rice"
313,24,"Specialties","Bean Curd with Chicken or Beef or Shrimp or Pork",0,0,"With Steamed or Fried Rice"
314,24,"Specialties","Eggplant with Chicken or Beef or Shrimp or Pork",0,0,"With Steamed or Fried Rice"
315,24,"Fried Rice","Beef Fried Rice",0,0,""
316,24,"Fried Rice","Shrimp Fried Rice",0,0,""
317,24,"Fried Rice","Chicken Fried Rice",0,0,""
318,24,"Fried Rice","Roast Pork Fried Rice",0,0,""
319,24,"Fried Rice","Vegetable Fried Rice",0,0,""
320,24,"Fried Rice","Combination Fried Rice",0,0,""
321,24,"Sweet and Sour","Sweet and Sour Pork",0,0,"With Steamed or Fried Rice"
322,24,"Sweet and Sour","Sweet and Sour Chicken",0,0,"With Steamed or Fried Rice"
323,24,"Sweet and Sour","Sweet and Sour Shrimp",0,0,"With Steamed or Fried Rice"
324,24,"Sweet and Sour","Sweet and Sour Combination",0,0,"With Steamed or Fried Rice"
325,24,"Lo Mein","Beef Lo Mein",0,0,"Soft Noodle"
326,24,"Lo Mein","Shrimp Lo Mein",0,0,"Soft Noodle"
327,24,"Lo Mein","Chicken Lo Mein",0,0,"Soft Noodle"
328,24,"Lo Mein","Roast Pork Lo Mein",0,0,"Soft Noodle"
329,24,"Lo Mein","Vegetable Lo Mein",0,0,"Soft Noodle"
330,24,"Lo Mein","Combination Lo Mein",0,0,"Soft Noodle"
331,24,"Chow Mein","Beef Chow Mein",0,0,"With Fried Noodle or Rice"
332,24,"Chow Mein","Shrimp Chow Mein",0,0,"With Fried Noodle or Rice"
333,24,"Chow Mein","Chicken Chow Mein",0,0,"With Fried Noodle or Rice"
334,24,"Chow Mein","Vegetable Chow Mein",0,0,"With Fried Noodle or Rice"
335,24,"Chow Mein","Roast Pork Chow Mein",0,0,"With Fried Noodle or Rice"
336,24,"Chow Mein","Combination Chow Mein",0,0,"With Fried Noodle or Rice"
337,24,"Egg Foo Young","Beef Egg Foo Young",0,0,"With Steamed or Fried Rice"
338,24,"Egg Foo Young","Shrimp Egg Foo Young",0,0,"With Steamed or Fried Rice"
339,24,"Egg Foo Young","Chicken Egg Foo Young",0,0,"With Steamed or Fried Rice"
340,24,"Egg Foo Young","Roast Pork Egg Foo Young",0,0,"With Steamed or Fried Rice"
341,24,"Egg Foo Young","Vegetable Egg Foo Young",0,0,"With Steamed or Fried Rice"
342,24,"Egg Foo Young","Combination Egg Foo Young",0,0,"With Steamed or Fried Rice"
343,24,"Chicken","Chicken and Cashew Nuts",0,0,"With Steamed or Fried Rice"
344,24,"Chicken","Chicken and Broccoli",0,0,"With Steamed or Fried Rice"
345,24,"Chicken","Chicken and Mixed Vegetables",0,0,"With Steamed or Fried Rice"
346,24,"Chicken","Chicken and Peppers and Onions",0,0,"With Steamed or Fried Rice"
347,24,"Chicken","Chicken and Snow Pea Pods",0,0,"With Steamed or Fried Rice"
348,24,"Chicken","Chicken and Mushrooms",0,0,"With Steamed or Fried Rice"
349,24,"Chicken","Fried Chicken and Vegetables",0,0,"With Steamed or Fried Rice"
350,24,"Shrimp","Shrimp and Cashew Nuts",0,0,"With Steamed or Fried Rice"
351,24,"Shrimp","Shrimp and Broccoli",0,0,"With Steamed or Fried Rice"
352,24,"Shrimp","Shrimp and Mixed Vegetables",0,0,"With Steamed or Fried Rice"
353,24,"Shrimp","Shrimp and Peppers and Onions",0,0,"With Steamed or Fried Rice"
354,24,"Shrimp","Shrimp and Snow Pea Pods",0,0,"With Steamed or Fried Rice"
355,24,"Shrimp","Shrimp and Mushrooms",0,0,"With Steamed or Fried Rice"
356,24,"Beef","Beef and Cashew Nuts",0,0,"With Steamed or Fried Rice"
357,24,"Beef","Beef and Broccoli",0,0,"With Steamed or Fried Rice"
358,24,"Beef","Beef and Mixed Vegetables",0,0,"With Steamed or Fried Rice"
359,24,"Beef","Beef and Peppers and Onions",0,0,"With Steamed or Fried Rice"
360,24,"Beef","Beef and Snow Pea Pods",0,0,"With Steamed or Fried Rice"
361,24,"Beef","Beef and Mushrooms",0,0,"With Steamed or Fried Rice"
362,24,"Pork","Pork and Cashew Nuts",0,0,"With Steamed or Fried Rice"
363,24,"Pork","Pork and Broccoli",0,0,"With Steamed or Fried Rice"
364,24,"Pork","Pork and Mixed Vegetables",0,0,"With Steamed or Fried Rice"
365,24,"Pork","Pork and Peppers and Onions",0,0,"With Steamed or Fried Rice"
366,24,"Pork","Pork and Snow Pea Pods",0,0,"With Steamed or Fried Rice"
367,24,"Pork","Pork and Mushrooms",0,0,"With Steamed or Fried Rice"
368,24,"Chinese Vegetarian","Broccoli in Garlic Sauce",0,0,"With Steamed or Fried Rice"
369,24,"Chinese Vegetarian","Mixed Vegetables in Garlic Sauce",0,0,"With Steamed or Fried Rice"
370,24,"Chinese Vegetarian","Fresh String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
371,24,"Chinese Vegetarian","Broccoli and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
372,24,"Chinese Vegetarian","Tofu with Mixed Vegetables in Garlic Sauce",0,0,"With Steamed or Fried Rice"
373,24,"Fresh String Bean","Beef and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
374,24,"Fresh String Bean","Shrimp and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
375,24,"Fresh String Bean","Chicken and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
376,24,"Fresh String Bean","Roast Pork and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
377,24,"Fresh String Bean","Tofu and String Beans in Garlic Sauce",0,0,"With Steamed or Fried Rice"
676,23,"Breakfast","Eggs Sandwich",0,1.5,""
677,23,"Breakfast","Eggs and Cheese Sandwich",0,1.75,""
678,23,"Breakfast","Sausage Eggs and Cheese",0,2,""
679,23,"Breakfast","Turkey Sausage Cheese",0,2,""
680,23,"Breakfast","Bacon Eggs Cheese",0,2,""
681,23,"Breakfast","Ham Eggs Cheese",0,2,""
682,23,"Breakfast","Hot Sausage Eggs",0,3.25,""
683,23,"Breakfast","Bagel",0,1,""
684,23,"Breakfast","Muffins",0,1,""
685,23,"Lunch","Hot Dog",0,1,""
686,23,"Lunch","Hot Dog with Chili",0,1.25,""
687,23,"Lunch","Hot Dog with Cheese",0,1.25,""
688,23,"Lunch","Sausage Hot or Mild",0,2,""
689,23,"Lunch","Sausage Chili or Cheese",0,2.25,""
690,23,"Lunch","Kielbasa",0,2.25,""
691,23,"Lunch","Kielbasa Chili or Cheese",0,2.5,""
692,23,"Lunch","Meatball",2,3,""
693,23,"Lunch","Cheese Steak",0,3.5,""
694,23,"Lunch","Chicken Cheese Steak",0,3.5,""
695,23,"Lunch","Cheese Burger",0,2,""
696,23,"Lunch","Chicken Breast",0,2,""
697,23,"Lunch","Fresh Grilled Chicken Breast",0,3.5,""
698,23,"Lunch","Tuna Salad",0,2,""
699,23,"Lunch","Chicken Salad",0,2,""
700,23,"Lunch","Turkey Hoagie",0,2.5,""
701,23,"Lunch","Turkey Ham Hoagie ",0,2.5,""
702,23,"Lunch","Cheese Hoagie",0,1.5,""
703,23,"Lunch","Preztels",0.4,1,"Large is 3"
704,23,"Drinks","Bottled Soda",0,1.25,""
705,23,"Drinks","Can Soda",0,0.6,""
706,23,"Drinks","Coffee",0.6,1,""
707,23,"Drinks","Hot Tea ",0.6,1,""
1365,27,"Appetizers","Chicken Noodle Soup",0,1,""
1366,27,"Appetizers","Shrimp Roll",0,1,""
1367,27,"Appetizers","White Rice",0,1.25,""
1368,27,"Appetizers","Plain Fried Rice",0,1.5,""
1369,27,"Specials","General Tao's Chicken",0,3.75,""
1370,27,"Specials","Hot Spiced Bean Curd",0,3.25,""
1371,27,"Specials","Kung Pao Bean Curd",0,3.5,""
1372,27,"Specials","Sauteed Bean Sprouts",0,2.75,""
1373,27,"Specials","Grandfather Chicken",0,3.75,""
1374,27,"Specials","House Special",0,4,""
1375,27,"Specials","Bean Curd in Brown Sauce",0,3.25,""
1376,27,"Specials","Broccoli in Garlic Sauce",0,3.25,""
1377,27,"Specials","Eggplant with Bean Curd",0,3.5,""
1378,27,"Specials","Black Bean Spare Ribs",0,3.75,""
1379,27,"Specials","Sweet and Sour Chicken",0,3.75,""
1380,27,"Specials","Pepper Steak",0,3.75,""
1381,27,"Chicken or Pork","Broccoli",0,3.5,""
1382,27,"Chicken or Pork","Orange Flavor",0,3.5,""
1383,27,"Chicken or Pork","Snow Peas",0,3.5,""
1384,27,"Chicken or Pork","Kung Pao",0,3.75,""
1385,27,"Chicken or Pork","Tai Chin",0,3.5,""
1386,27,"Chicken or Pork","Cashew Nut",0,3.75,""
1387,27,"Chicken or Pork","Mixed Vegetable",0,3.5,""
1388,27,"Chicken or Pork","Mushrooms",0,3.5,""
1389,27,"Chicken or Pork","Black Bean",0,3.5,""
1390,27,"Chicken or Pork","Curry Sauce",0,3.5,""
1391,27,"Chicken or Pork","Szechuan",0,3.5,""
1392,27,"Chicken or Pork","Garlic",0,3.5,""
1393,27,"Chicken or Pork","Oyster sauce",0,3.5,""
1394,27,"Chicken or Pork","Hunan",0,3.5,""
1395,27,"Chicken or Pork","Peking",0,3.5,""
1396,27,"Chicken or Pork","Bean Sprout",0,3.5,""
1397,27,"Chicken or Pork","Bean Curd",0,3.5,""
1398,27,"Chicken or Pork","Chow Mein",0,3.5,""
1399,27,"Chicken or Pork","Chop Suey",0,3.5,""
1400,27,"Chicken or Pork","Sesame",0,3.75,""
1401,27,"Chicken or Pork","String Bean",0,3.5,""
1402,27,"Chicken or Pork","Shanghai",0,3.75,""
1403,27,"Chicken or Pork","Scallion",0,3.75,""
1404,27,"Chicken or Pork","Pepper",0,3.5,""
1405,27,"Chicken or Pork","Cucumber",0,3.5,""
1406,27,"Chicken or Pork","Eggplant",0,3.75,""
1407,27,"Chicken or Pork","Rice Noodle",0,3.75,""
1408,27,"Chicken or Pork","Double Cook",0,3.5,""
1409,27,"Chicken or Pork","Ginger",0,3.5,""
1410,27,"Chicken or Pork","Potatoes",0,3.5,""
1411,27,"Beef or Shrimp","Broccoli",0,3.75,""
1412,27,"Beef or Shrimp","Orange Flavor",0,3.75,""
1413,27,"Beef or Shrimp","Snow Peas",0,3.75,""
1414,27,"Beef or Shrimp","Kung Pao",0,3.75,""
1415,27,"Beef or Shrimp","Tai Chin",0,3.75,""
1416,27,"Beef or Shrimp","Cashew Nut",0,3.75,""
1417,27,"Beef or Shrimp","Mixed Vegetable",0,3.75,""
1418,27,"Beef or Shrimp","Mushrooms",0,3.75,""
1419,27,"Beef or Shrimp","Black Bean",0,3.75,""
1420,27,"Beef or Shrimp","Curry Sauce",0,3.75,""
1421,27,"Beef or Shrimp","Szechuan",0,3.75,""
1422,27,"Beef or Shrimp","Garlic",0,3.75,""
1423,27,"Beef or Shrimp","Oyster sauce",0,3.75,""
1424,27,"Beef or Shrimp","Hunan",0,3.75,""
1425,27,"Beef or Shrimp","Peking",0,3.75,""
1426,27,"Beef or Shrimp","Bean Sprout",0,3.75,""
1427,27,"Beef or Shrimp","Bean Curd",0,3.75,""
1428,27,"Beef or Shrimp","Chow Mein",0,3.75,""
1429,27,"Beef or Shrimp","Chop Suey",0,3.75,""
1430,27,"Beef or Shrimp","Sesame",0,3.75,""
1431,27,"Beef or Shrimp","String Bean",0,3.75,""
1432,27,"Beef or Shrimp","Shanghai",0,3.75,""
1433,27,"Beef or Shrimp","Scallion",0,3.75,""
1434,27,"Beef or Shrimp","Pepper",0,3.75,""
1435,27,"Beef or Shrimp","Cucumber",0,3.75,""
1436,27,"Beef or Shrimp","Eggplant",0,3.75,""
1437,27,"Beef or Shrimp","Rice Noodle",0,3.75,""
1438,27,"Beef or Shrimp","Double Cook",0,3.75,""
1439,27,"Beef or Shrimp","Ginger",0,3.75,""
1440,27,"Beef or Shrimp","Potatoes",0,3.75,""
1441,27,"Lo Mein","Vegetable",0,3.25,""
1442,27,"Lo Mein","Chicken",0,3.25,""
1443,27,"Lo Mein","Pork",0,3.25,""
1444,27,"Lo Mein","Beef",0,3.5,""
1445,27,"Lo Mein","Shrimp",0,3.5,""
1446,27,"Lo Mein","Sub Gum",0,4,""
1447,27,"Lo Mein","Singapore Noodles",0,4,""
1448,27,"Fried Rice","Vegetable",0,2.75,""
1449,27,"Fried Rice","Chicken",0,2.75,""
1450,27,"Fried Rice","Pork",0,2.75,""
1451,27,"Fried Rice","Beef",0,3,""
1452,27,"Fried Rice","Shrimp",0,3,""
1453,27,"Fried Rice","Sub Gum",0,3.25,""
1454,27,"Egg Foo Young","Vegetable",0,3.75,""
1455,27,"Egg Foo Young","Chicken",0,3.75,""
1456,27,"Egg Foo Young","Pork",0,3.75,""
1457,27,"Egg Foo Young","Beef",0,3.75,""
1458,27,"Egg Foo Young","Shrimp",0,3.75,""
1459,27,"Egg Foo Young","Sub Gum",0,4,""
1038,30,"Tacos","Chicken",0,3,""
1039,30,"Tacos","Beef",0,3,""
1040,30,"Tacos","Steak",0,4,""
1041,30,"Tacos","Vegetarian",0,2.5,""
1042,30,"Tacos","Beans",0,2.5,""
1043,30,"Burritos","Chicken",0,4,""
1044,30,"Burritos","Beef",0,4,""
1045,30,"Burritos","Steak",0,5,""
1046,30,"Burritos","Shrimp",0,5,""
1047,30,"Burritos","Rice and Beans",0,3,""
1048,30,"Burritos","Vegetarian",0,3,""
1049,30,"Burritos","Spinach",0,3,""
1050,30,"Burritos","Sweet Potato",0,3.5,""
1051,30,"Burritos","Plantain",0,3.5,""
1052,30,"Taco Salad","Steak",0,5,""
1053,30,"Taco Salad","Chicken",0,4,""
1054,30,"Taco Salad","Beef",0,4,""
1055,30,"Taco Salad","Vegetarian",0,3,""
1056,30,"Taco Salad","Shrimp",0,5,""
1057,30,"Quesadillas","Steak",0,5,""
1058,30,"Quesadillas","Beef",0,4,""
1059,30,"Quesadillas","Chicken",0,4,""
1060,30,"Quesadillas","Spinach",0,3.5,""
1061,30,"Quesadillas","Vegetarian",0,3.5,""
1062,30,"Nachos Supreme","Chicken",0,4,""
1063,30,"Nachos Supreme","Steak",0,4,""
1064,30,"Nachos Supreme","Beef",0,4,""
1065,30,"Nachos Supreme","Refried beans",0,3.5,""
1066,30,"Nachos Supreme","Vegetarian",0,3.5,""
1067,30,"Enchiladas","Enchiladas Verdes with Chicken or Vegetables",0,4,""
1068,30,"Enchiladas","Enchiladas Rojas with Beef",0,4,""
1069,30,"Enchiladas","Enchiladas de mole with Chicken",0,4,""
1070,30,"Enchiladas","Enchiladas Rojas with Cheese",0,3,""
1071,30,"Specials","Tofu Specials Chana and Kulcha",0,0,""
1199,31,"Breakfast","Bacon Egg and Cheese",0,2.75,""
1200,31,"Breakfast","Ham Egg and Cheese",0,2.75,""
1201,31,"Breakfast","Sausage Egg and Cheese",0,2.75,""
1202,31,"Breakfast","Pork Roll Egg and Cheese",0,2.75,""
1203,31,"Breakfast","Scrapple Egg and Cheese",0,2.75,""
1204,31,"Breakfast","Vegetables Egg and Cheese",0,2.75,""
1205,31,"Breakfast","Western Egg and Cheese",0,2.75,""
1206,31,"Breakfast","Egg and Cheese",0,2,""
1207,31,"Breakfast","Egg Whites",0,2,""
1208,31,"Breakfast","Grilled Cheese",0,1.75,""
1209,31,"Breakfast","BLT on Long Roll",0,3.75,""
1210,31,"Breakfast","BLT on Short Roll",0,2.75,""
1211,31,"Breakfast","BLT on Bread",0,2.75,""
1212,31,"Breakfast","Bagels with Butter",0,1,""
1213,31,"Breakfast","Bagles with Cream Cheese",0,1,""
1214,31,"Breakfast","Muffins Variety",0,1,""
1215,31,"Hoagies","Chicken Salad",0,3.5,""
1216,31,"Hoagies","Italian",0,4,""
1217,31,"Hoagies","Ham and Cheese",0,3.75,""
1218,31,"Hoagies","Turkey and Cheese",0,3.75,""
1219,31,"Hoagies","Tuna Salad",0,3.5,""
1220,31,"Hoagies","Vegetable",0,3.5,""
1221,31,"Hoagies","White Wheat Rye and Small Roll",0,3,""
1222,31,"Salads","Garden",0,3,""
1223,31,"Salads","Chef",0,4,""
1224,31,"Salads","Tuna",0,4,""
1225,31,"Salads","Chicken",0,4,""
1226,31,"Salads","Grilled Chicken",0,5,""
1227,31,"Snacks","Chips",0,0.5,""
1228,31,"Snacks","Cake",0,1,""
1229,31,"Snacks","Pretzels",0,0.4,"3 for $1"
1230,31,"Lunch","Plain Steak",0,3.75,""
1231,31,"Lunch","Cheese Steak",0,4,""
1232,31,"Lunch","Cheese Steak Hoagie",0,4.5,""
1233,31,"Lunch","Pizza Steak",0,4,""
1234,31,"Lunch","Mushroom Cheese Steak",0,4.5,""
1235,31,"Lunch","Steak Special",0,4.75,""
1236,31,"Lunch","Hamburger",0,2.25,""
1237,31,"Lunch","Cheeseburger",0,2.5,""
1238,31,"Lunch","Hot Dog",0,1,""
1239,31,"Lunch","Hot Sausage",0,2,""
1240,31,"Lunch","Hot Sausage with Cheese",0,2.25,""
1241,31,"Lunch","Chicken Steak",0,3.75,""
1242,31,"Lunch","Chicken Cheese Steak",0,4,""
1243,31,"Lunch","Chicken Cheese Hoagie",0,4.5,""
1244,31,"Lunch","Mushroom Chicken Cheese",0,4.5,""
1245,31,"Lunch","Pizza Chicken",0,4,""
1246,31,"Lunch","Chicken Steak Special",0,4.75,""
1247,31,"Lunch","Chicken Pita",0,3.5,""
1248,31,"Lunch","Eggplant Spinach Parm Pita",0,2.75,""
1249,31,"Specials","Meatball",2,3,""
1250,31,"Specials","Meatball Parm",2,3,""
1251,31,"Specials","Italian Sausage",2,3,""
1252,31,"Specials","Italian Sausage Works",3,4,""
1253,31,"Specials","Grilled Chicken",2.75,3.75,""
1254,31,"Specials","Chicken Cacciatore",3.75,4.75,""
1255,31,"Specials","Eggplant Spinach Parm",2.75,3.75,""
1256,31,"Specials","Chicken Wrap",0,4,""
1257,31,"Specials","Chicken Caesar Wrap",0,4,""
1258,31,"Specials","Grilled Chicken Caesar Salad",0,5,""
1259,31,"Specials","Chicken Gyro",0,3.5,"mushroom for extra 50 cents"
1260,31,"Specials","Beef Gyro",0,4,"mushroom for extra 50 cents"
1261,31,"Cold Beverages","Milk",0,1.25,""
1262,31,"Cold Beverages","Juice",0,1.25,""
1263,31,"Cold Beverages","Bottled Soda",0,1.25,""
1264,31,"Cold Beverages","Canned Soda",0,0.75,""
1265,31,"Cold Beverages","Vitamin Water",0,1.75,""
1266,31,"Hot Beverages","Coffee",0.5,1,""
1267,31,"Hot Beverages","Tea",0.5,1,""
1268,31,"Hot Beverages","Hot Chocolate",0.5,1,""
1269,34,"Specials","Vegetarian Bean",0,2.5,""
1270,34,"Specials","Mashed Sweet Potato",0,3.25,""
1271,34,"Specials","Marinated Roasted Pepper",0,3.25,""
1272,34,"Specials","Sauteed Spinach",0,3.25,""
1273,34,"Specials","Eggplant Caponata",0,3.25,""
1274,34,"Specials","Fried Plantain",0,3.5,""
1275,34,"Specials","Marinated Tofu",0,4,""
1276,34,"Specials","Guacamole Burrito",0,4,""
1277,34,"Specials","Shredded Roast Beef",0,4.25,""
1278,34,"Specials","Roast Chicken",0,4.25,""
1279,34,"Specials","Roast Pork",0,4.25,""
1280,34,"Specials","Chorizo and Potato",0,4.5,""
1281,34,"Specials","The Mexi",0,5.25,""
1282,34,"Specials","The Cali",0,5.25,""
1283,34,"Specials","El Philadelphia",0,5.25,""
1284,34,"Specials","Veggie Combo",0,5.25,""
1285,34,"Specials","Pollo Y Papas",0,5.25,""
1286,34,"Extras","Spinach",0,0.75,""
1287,34,"Extras","Roasted Peppers",0,0.75,""
1288,34,"Extras","Plantain",0,0.75,""
1289,34,"Extras","Eggplant",0,0.75,""
1290,34,"Extras","Sweet Potato",0,0.75,""
1291,34,"Extras","Mushroom",0,0.75,""
1292,34,"Extras","Sour Cream",0,0.5,""
1293,34,"Extras","Guacamole",0,1.25,""
1460,38,"Vegeterian","Falafel Sandwich",0,3.25,""
1461,38,"Vegeterian","Falafel Sandwich with Feta",0,3.5,""
1462,38,"Vegeterian","Falafel Sandwich with Tabouli",0,3.5,""
1463,38,"Vegeterian","Falafel Sandwich with Hommus",0,3.5,""
